frame,timestamp_ms,landmark_id,x,y,z,visibility,presence,wx,wy,wz
0,0,0,0.496959388256073,0.21698914468288422,0.1861908882856369,0.9968193769454956,0.9995238780975342,-0.22695372998714447,-0.5406566858291626,0.1472979485988617
0,0,1,0.4930264949798584,0.20191660523414612,0.1452043652534485,0.9958754181861877,0.9992958307266235,-0.25444766879081726,-0.5621238946914673,0.10853920131921768
0,0,2,0.4916360378265381,0.20163041353225708,0.14518557488918304,0.9965285658836365,0.9992432594299316,-0.2543860375881195,-0.5621961355209351,0.10941359400749207
0,0,3,0.4901588261127472,0.2016763687133789,0.1451570987701416,0.9959659576416016,0.9991070628166199,-0.25514018535614014,-0.5627440810203552,0.10933428257703781
0,0,4,0.4978002905845642,0.1993243396282196,0.16627301275730133,0.9966869950294495,0.999496579170227,-0.2295115888118744,-0.5672961473464966,0.13314640522003174
0,0,5,0.5001032948493958,0.19719862937927246,0.16631446778774261,0.9974538683891296,0.9995121955871582,-0.22939033806324005,-0.5684459209442139,0.13248147070407867
0,0,6,0.5022424459457397,0.19555842876434326,0.16615816950798035,0.9974939823150635,0.9994915723800659,-0.23030154407024384,-0.5693970918655396,0.13294391334056854
0,0,7,0.4941447079181671,0.20223703980445862,0.011249280534684658,0.9957778453826904,0.9994472861289978,-0.23264354467391968,-0.5638560652732849,-0.006184518337249756
0,0,8,0.5122465491294861,0.19337433576583862,0.10829658806324005,0.9967505931854248,0.999690055847168,-0.13463205099105835,-0.5997679829597473,0.08989167213439941
0,0,9,0.4987783432006836,0.22934037446975708,0.1456179916858673,0.989843487739563,0.999427318572998,-0.20278596878051758,-0.5303009152412415,0.1116611510515213
0,0,10,0.5058028101921082,0.2262343019247055,0.17334812879562378,0.9917558431625366,0.9995431900024414,-0.17498467862606049,-0.5396437048912048,0.13925568759441376
0,0,11,0.4942401945590973,0.25133946537971497,-0.04127177223563194,0.999420166015625,0.9989870190620422,-0.21681249141693115,-0.4679575562477112,-0.04387328773736954
0,0,12,0.5823121666908264,0.25779980421066284,0.08179134875535965,0.9994704127311707,0.9995057582855225,0.046254560351371765,-0.4912709891796112,0.06663329154253006
0,0,13,0.4573323130607605,0.36744022369384766,0.07010749727487564,0.855371356010437,0.9961951971054077,-0.3648594915866852,-0.36131882667541504,0.03909346088767052
0,0,14,0.6116723418235779,0.36497268080711365,0.18157468736171722,0.753083348274231,0.9971873164176941,0.1494583636522293,-0.31044039130210876,0.16028831899166107
0,0,15,0.45568594336509705,0.3395455479621887,0.288788378238678,0.4114169180393219,0.989920973777771,-0.37771737575531006,-0.40646642446517944,0.22601477801799774
0,0,16,0.603526771068573,0.4583808183670044,0.3161218762397766,0.1362975388765335,0.9967318773269653,0.10637016594409943,-0.16923367977142334,0.2981642484664917
0,0,17,0.45224297046661377,0.3110201358795166,0.31009092926979065,0.3745662271976471,0.988725483417511,-0.37185269594192505,-0.4060974717140198,0.24892377853393555
0,0,18,0.5992746353149414,0.4861229360103607,0.3445979058742523,0.12082380056381226,0.9959397315979004,0.11386720091104507,-0.14412136375904083,0.3250161111354828
0,0,19,0.4598536193370819,0.30664438009262085,0.31311583518981934,0.3663904070854187,0.988482654094696,-0.35613754391670227,-0.42328980565071106,0.2513878047466278
0,0,20,0.5950834155082703,0.4862702190876007,0.3303982615470886,0.11413548141717911,0.9960896968841553,0.09256013482809067,-0.1435517519712448,0.3246166408061981
0,0,21,0.4627375602722168,0.3124738931655884,0.2973739504814148,0.3174550235271454,0.9895574450492859,-0.3658908009529114,-0.41017231345176697,0.23426352441310883
0,0,22,0.5944903492927551,0.47947168350219727,0.3164101243019104,0.1166398823261261,0.9964174032211304,0.0994948074221611,-0.16178394854068756,0.3044334352016449
0,0,23,0.5406400561332703,0.5744317173957825,-0.038687750697135925,0.998324453830719,0.9989643096923828,-0.05544016510248184,0.01050143875181675,-0.034915026277303696
0,0,24,0.5976905822753906,0.5645622611045837,0.03836240991950035,0.9983112812042236,0.9990413784980774,0.05481930449604988,-0.010985217988491058,0.0364687405526638
0,0,25,0.5133358836174011,0.7735037207603455,-0.039985571056604385,0.9673469066619873,0.9953644275665283,-0.14103108644485474,0.38570159673690796,-0.03922876715660095
0,0,26,0.6231964826583862,0.7594906091690063,0.07242213189601898,0.9413927793502808,0.9952020645141602,0.17742067575454712,0.34529393911361694,0.07536216825246811
0,0,27,0.5063177347183228,0.9815877079963684,-0.012953636236488819,0.9186726212501526,0.9785199761390686,-0.12609972059726715,0.718685507774353,-0.00764722703024745
0,0,28,0.6565263271331787,0.95002281665802,0.032091353088617325,0.8819677829742432,0.9783235788345337,0.30734893679618835,0.667220413684845,0.038232214748859406
0,0,29,0.5095716714859009,1.0027167797088623,-0.008985837921500206,0.9007894396781921,0.9691880941390991,-0.12124820053577423,0.7588107585906982,-0.005776134319603443
0,0,30,0.6552921533584595,0.9691183567047119,0.029117053374648094,0.88035649061203,0.9615134596824646,0.3176394999027252,0.7084555625915527,0.03953288123011589
0,0,31,0.49744370579719543,0.9822849035263062,-0.019735420122742653,0.6729398369789124,0.9591664671897888,-0.18013042211532593,0.7628440856933594,-0.016610898077487946
0,0,32,0.6661196351051331,0.9713436961174011,0.013224809430539608,0.5835406184196472,0.9596928358078003,0.3133506178855896,0.7092831134796143,0.032554980367422104
1,33,0,0.4994697868824005,0.21735608577728271,0.1730932891368866,0.9970571398735046,0.9998577833175659,-0.2277786284685135,-0.5532922148704529,0.14097243547439575
1,33,1,0.49631640315055847,0.20191854238510132,0.13158077001571655,0.9961965680122375,0.9997751116752625,-0.25472936034202576,-0.5753328800201416,0.10282526165246964
1,33,2,0.4948045015335083,0.20167498290538788,0.13153760135173798,0.9967846274375916,0.9997610449790955,-0.2546582818031311,-0.5754315853118896,0.10364709794521332
1,33,3,0.49324047565460205,0.20180271565914154,0.13148367404937744,0.9962804317474365,0.9997161030769348,-0.2553933262825012,-0.5760390162467957,0.10360907018184662
1,33,4,0.5016874074935913,0.19930271804332733,0.15542316436767578,0.9969285130500793,0.9998258948326111,-0.2301015406847,-0.5806859731674194,0.128120556473732
1,33,5,0.5041552782058716,0.19719189405441284,0.15543660521507263,0.9976267218589783,0.9998279809951782,-0.22995397448539734,-0.5818070769309998,0.12745559215545654
1,33,6,0.5065730214118958,0.1955510973930359,0.15529079735279083,0.9976734519004822,0.9998111128807068,-0.2308409959077835,-0.582851767539978,0.12794603407382965
1,33,7,0.4966122806072235,0.2025778740644455,-0.0008831776212900877,0.9960707426071167,0.999821126461029,-0.2317677140235901,-0.5682199001312256,-0.008674414828419685
1,33,8,0.5155276656150818,0.19335593283176422,0.10506433248519897,0.9969644546508789,0.9998785257339478,-0.1346415877342224,-0.605398416519165,0.0886126384139061
1,33,9,0.5005214810371399,0.2302466183900833,0.13264968991279602,0.990581214427948,0.9997822642326355,-0.2030889242887497,-0.5381312966346741,0.10675380378961563
1,33,10,0.5074493885040283,0.22728921473026276,0.16318920254707336,0.9923214316368103,0.9998146891593933,-0.17565003037452698,-0.547809898853302,0.13456131517887115
1,33,11,0.4981008470058441,0.2557166516780853,-0.069484181702137,0.9994380474090576,0.999431312084198,-0.21502278745174408,-0.4677715301513672,-0.05879402533173561
1,33,12,0.5891630053520203,0.2627657353878021,0.09320857375860214,0.999471127986908,0.9995906949043274,0.04837222769856453,-0.491274356842041,0.07178029417991638
1,33,13,0.4593665301799774,0.3680022656917572,0.0283917598426342,0.8605793714523315,0.9976375102996826,-0.3623725175857544,-0.3613538146018982,0.018481899052858353
1,33,14,0.6126350164413452,0.3845931887626648,0.20786012709140778,0.7333356142044067,0.997747004032135,0.14584921300411224,-0.3085135519504547,0.1745755821466446
1,33,15,0.4549185037612915,0.3200991153717041,0.2569759786128998,0.4160303473472595,0.994841992855072,-0.38953709602355957,-0.4341408610343933,0.22228093445301056
1,33,16,0.590133547782898,0.45417261123657227,0.3623834550380707,0.12651200592517853,0.9969003200531006,0.04856934770941734,-0.2027003914117813,0.3299464285373688
1,33,17,0.4522433578968048,0.29728835821151733,0.27812865376472473,0.37824174761772156,0.994299054145813,-0.39223238825798035,-0.44156312942504883,0.24599863588809967
1,33,18,0.5812233686447144,0.47042620182037354,0.39750316739082336,0.11267963796854019,0.9963335990905762,0.03978089243173599,-0.18845193088054657,0.35863959789276123
1,33,19,0.45998960733413696,0.2956200838088989,0.2841520607471466,0.37024590373039246,0.9939398765563965,-0.37465155124664307,-0.465354859828949,0.2496543526649475
1,33,20,0.5756198167800903,0.46850743889808655,0.38418832421302795,0.10645384341478348,0.996637225151062,0.010685086250305176,-0.1965964436531067,0.3601090610027313
1,33,21,0.46505460143089294,0.302299827337265,0.267143577337265,0.32144874334335327,0.9946137070655823,-0.3788265585899353,-0.44119662046432495,0.2312711626291275
1,33,22,0.5770726203918457,0.46404972672462463,0.3624524772167206,0.10935720801353455,0.9968355298042297,0.03447207063436508,-0.20067641139030457,0.3358747065067291
1,33,23,0.5409106612205505,0.5753965973854065,-0.048820748925209045,0.9984084367752075,0.9997407793998718,-0.05665481463074684,0.011429598554968834,-0.03887569531798363
1,33,24,0.5990284085273743,0.5668870806694031,0.04846657067537308,0.9983724355697632,0.9997469782829285,0.056067824363708496,-0.01193947158753872,0.04035700857639313
1,33,25,0.5132030844688416,0.7777007222175598,-0.04441428557038307,0.9676229953765869,0.9986020922660828,-0.1565801501274109,0.38608479499816895,-0.043002963066101074
1,33,26,0.6237415075302124,0.7595509886741638,0.0796336978673935,0.9406641721725464,0.9983770847320557,0.17324618995189667,0.3451639711856842,0.07766961306333542
1,33,27,0.5062488317489624,0.9854351878166199,-0.05197255313396454,0.9206261038780212,0.9924142956733704,-0.14414623379707336,0.7195999622344971,-0.040074579417705536
1,33,28,0.6595135927200317,0.9534463286399841,0.02409372478723526,0.8811516761779785,0.9918733239173889,0.30664587020874023,0.672696053981781,0.03210920840501785
1,33,29,0.5096001625061035,1.0065228939056396,-0.04989536479115486,0.9054448008537292,0.9883813261985779,-0.13951364159584045,0.7603158354759216,-0.03913557901978493
1,33,30,0.6594374179840088,0.9728816151618958,0.019648553803563118,0.8796308040618896,0.985501229763031,0.31703707575798035,0.7156375646591187,0.031969428062438965
1,33,31,0.4946210980415344,0.9938348531723022,-0.051638755947351456,0.678916871547699,0.9805386066436768,-0.20425809919834137,0.7795900106430054,-0.039237167686223984
1,33,32,0.6652601361274719,0.9864112734794617,0.011366261169314384,0.5797377824783325,0.9802854061126709,0.3074810206890106,0.7347411513328552,0.02928745187819004
2,66,0,0.505073606967926,0.2193177044391632,0.1711885929107666,0.997260332107544,0.9997770190238953,-0.2356787770986557,-0.5619773268699646,0.13797937333583832
2,66,1,0.5028367638587952,0.20288732647895813,0.12928789854049683,0.9964886903762817,0.999643087387085,-0.25941985845565796,-0.5847424268722534,0.1001625508069992
2,66,2,0.5014522671699524,0.20273448526859283,0.12922829389572144,0.9970142841339111,0.9996310472488403,-0.2593272924423218,-0.5848175287246704,0.10095290094614029
2,66,3,0.5000008344650269,0.2028927356004715,0.12916411459445953,0.9965729713439941,0.9995719790458679,-0.2600287199020386,-0.585406482219696,0.10093822330236435
2,66,4,0.5081003308296204,0.20027492940425873,0.15544667840003967,0.9971479177474976,0.9997181296348572,-0.23622030019760132,-0.5903735756874084,0.1265488564968109
2,66,5,0.5105578899383545,0.19822002947330475,0.1554601639509201,0.997775137424469,0.9997274279594421,-0.23604676127433777,-0.591459333896637,0.12588612735271454
2,66,6,0.5130679607391357,0.19646768271923065,0.1553119421005249,0.9978345036506653,0.9997064471244812,-0.2369346022605896,-0.5925169587135315,0.12629705667495728
2,66,7,0.5036139488220215,0.20362728834152222,-0.005183190573006868,0.996326744556427,0.9997510313987732,-0.23159629106521606,-0.5730072259902954,-0.010441314429044724
2,66,8,0.5223815441131592,0.1940540373325348,0.10994779318571091,0.9971435070037842,0.9998365640640259,-0.13773076236248016,-0.6123932003974915,0.08896925300359726
2,66,9,0.5058258771896362,0.23206108808517456,0.12967658042907715,0.9911794066429138,0.9997046589851379,-0.2083517611026764,-0.5444263815879822,0.10364830493927002
2,66,10,0.5121728181838989,0.22976350784301758,0.1631617397069931,0.9927690029144287,0.9997411370277405,-0.18306097388267517,-0.5545194745063782,0.1326850801706314
2,66,11,0.506060004234314,0.2607099115848541,-0.0882098451256752,0.9994386434555054,0.999256432056427,-0.212198868393898,-0.46772444248199463,-0.07059133052825928
2,66,12,0.5949367880821228,0.26937294006347656,0.12441832572221756,0.999449610710144,0.9993646740913391,0.04520658776164055,-0.4916243255138397,0.09076448529958725
2,66,13,0.46609750390052795,0.36879682540893555,-0.000402605946874246,0.8613008856773376,0.9968972206115723,-0.36042520403862,-0.36139780282974243,-0.0023531538899987936
2,66,14,0.6132540702819824,0.39512568712234497,0.2595759928226471,0.6805400252342224,0.9963880777359009,0.10553782433271408,-0.3105465769767761,0.2113320678472519
2,66,15,0.45953965187072754,0.31494230031967163,0.23417572677135468,0.4218769073486328,0.9922221302986145,-0.40180155634880066,-0.4526975154876709,0.20684316754341125
